period,District,site,site_id,partner,latitude,longitude,admissions_SAM,relapses_SAM,readmissions_SAM,upgrades_SAM,downgrades_SAM,defaulters_SAM,successful_SAM,tot_discharges_SAM,perc_recovered_SAM,perc_nonresponding_SAM,perc_defaulters_SAM,admissions_MAM,relapses_MAM,readmissions_MAM,defaulters_MAM,successful_MAM,tot_discharges_MAM,perc_recovered_MAM,perc_nonresponding_MAM,perc_defaulters_MAM,malaria,pneumonia,cholera,IYCF
May,Wanlawain,Yaqdhub - OTP and TSFP Mobile,SNS199,SCI,2.6254559,44.89937,66,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0
May,Galdogob,Alaale IDPS - OTP and TSFP Mobile,SNS200,SCI,7.03773,47.003152,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
May,Galdogob,Darasalam - OTP and TSFP Mobile,SNS201,SCI,7.25033,47.10482,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
May,Galdogob,Xerajale - OTP and TSFP Mobile,SNS202,SCI,6.987531,47.184584,9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
May,Galdogob,Riiga omane - OTP and TSFP Mobile,SNS203,SCI,7.20018,47.18372,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
May,Galdogob,Qansaxeley - OTP and TSFP Mobile,SNS204,SCI,7.115247,47.094991,15,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Beyra - OTP and TSFP Mobile,SNS205,SCI,6.951191,47.31781,25,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Danwadaag IDPS - OTP and TSFP Mobile,SNS206,SCI,6.83343,47.41711,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Gobshe village - OTP and TSFP Mobile,SNS207,SCI,6.939201,47.479686,5,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Orshe IDPS - OTP and TSFP Mobile,SNS208,SCI,6.835036,47.42708,15,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Tuulo farxaan - OTP and TSFP Mobile,SNS209,SCI,7.310427,47.577741,12,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Qalaanqal/raydable - OTP and TSFP Mobile,SNS210,SCI,7.294333,48.324807,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Balanbale - OTP and TSFP Mobile,SNS211,SCI,7.43932,48.133772,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Dhinowda - OTP and TSFP Mobile,SNS212,SCI,6.731452,49.200849,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Dhoba cantug - OTP and TSFP Mobile,SNS213,SCI,7.619465,49.077075,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Geelxagar PHU - Fixed Health centre ,SNS214,SCI,7.41773,49.277935,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Kulub - OTP and TSFP Mobile,SNS215,SCI,7.035518,49.371336,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Labilamane - OTP and TSFP Mobile,SNS216,SCI,7.518751,49.019754,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Malasle - OTP and TSFP Mobile,SNS217,SCI,7.521892,47.984223,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Seemade - OTP and TSFP Mobile,SNS218,SCI,7.156336,48.609739,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Dhoon - OTP and TSFP Mobile,SNS219,SCI,8.07168,47.28464,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Gobdheero - OTP and TSFP Mobile,SNS220,SCI,8.359372,47.251839,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Qabribayax  - OTP and TSFP Mobile,SNS221,SCI,9.5679512,44.0592013,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Bocda - OTP and TSFP Mobile,SNS222,SCI,9.614664,43.300407,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Botor - OTP and TSFP Mobile,SNS223,SCI,9.70975,43.49161,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Bus - OTP and TSFP Mobile,SNS224,SCI,9.85706,43.67436,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,caada - OTP and TSFP Mobile,SNS225,SCI,9.5675,43.67275,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Ceel bardaale - OTP and TSFP Mobile,SNS226,SCI,9.82412,43.47594,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Duburuha - OTP and TSFP Mobile,SNS227,SCI,9.59836,43.67323,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Galoolay - OTP and TSFP Mobile,SNS228,SCI,9.75931,43.75077,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Gashamo - OTP and TSFP Mobile,SNS229,SCI,9.91472,43.912498,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Geed abeera - OTP and TSFP Mobile,SNS230,SCI,9.66386,43.63246,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Gogaysa - OTP and TSFP Mobile,SNS231,SCI,9.77864,43.58217,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Gogol wanag - OTP and TSFP Mobile,SNS232,SCI,9.67619,43.81598,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,idhanka - OTP and TSFP Mobile,SNS233,SCI,9.69256,43.30208,10,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Kidiiga dhanaan - OTP and TSFP Mobile,SNS234,SCI,9.7936,43.84354,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Laan barwaqo - OTP and TSFP Mobile,SNS235,SCI,9.64754,43.558529,9,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,laaye - OTP and TSFP Mobile,SNS236,SCI,9.50853,43.58858,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Ijo waqi - OTP and TSFP Mobile,SNS237,SCI,9.59313,43.621,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Mashruuca - OTP and TSFP Mobile,SNS238,SCI,9.70251,43.75212,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Sh maxamud yare - OTP and TSFP Mobile,SNS239,SCI,9.59062,43.54888,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Xidinka - OTP and TSFP Mobile,SNS240,SCI,9.701,43.67872,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
May,Gabiley,Xidiinta (Tysa) - OTP and TSFP Mobile,SNS241,SCI,9.5463,43.732,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Baidoa ,Horseed  - Health center ,SNS242,SCI,0.206122,40.6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Dharkenley,Shabelle IDPS - Health center ,SNS244,SCI,0.40627,41.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
May,Lasanod,Afweyan  - OTP and TSFP Mobile,SNS548,SCI,8.297325,47.495917,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Caanoxadhigle - OTP and TSFP Mobile,SNS549,SCI,8.121343,47.479558,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Ceeljeex - OTP and TSFP Mobile,SNS550,SCI,8.347597,47.209605,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Geelboob  - OTP and TSFP Mobile,SNS551,SCI,7.993303,47.247875,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Xaawlka gaaska - OTP and TSFP Mobile,SNS552,SCI,8.04339,47.18169,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Waraabalay - OTP and TSFP Mobile,SNS553,SCI,8.081324,47.394297,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Baidoa ,Hananno 2  - Mobile clinic ,SNS569,SCI,3.1428,43.6678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Garbo Hadlay  - Mobile Nutrition Team,SNS570,SCI,9.614664,43.300407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Cad madooni - Mobile Nutrition Team,SNS571,SCI,9.70392,43.35255,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Degmo-laqas - Mobile Nutrition Team,SNS572,SCI,9.97742,43.08433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Dababuur - Mobile Nutrition Team,SNS573,SCI,9.94247,43.09511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Tuli /Sh Nuur - Mobile Nutrition Team,SNS574,SCI,9.81661,43.31158,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Shirwac lagu baanay - Mobile Nutrition Team,SNS575,SCI,9.83972,43.28014,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Haya yaabe  - Mobile Nutrition Team,SNS576,SCI,9.91479,43.17201,13,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Walaal goo - Mobile Nutrition Team,SNS577,SCI,9.86925,43.26267,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Goryo cawl - Mobile Nutrition Team,SNS578,SCI,9.86789,43.22686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Borama,Daray macne  - Mobile Nutrition Team,SNS579,SCI,9.96558,43.22137,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
May,Baidoa ,Takawakal 2 Diinsoor  - Mobile clinic ,SNS608,SCI,3.917222222,43.63388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Baidoa ,Galgalwayne - Mobile clinic ,SNS609,SCI,3.143244444,43.66861111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Dharkenley,Kulmiye IDPs - Mobile clinic ,SNS610,SCI,2.049722222,45.25861111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Dharkenley,Deeq Rabi IDPs - Mobile clinic ,SNS611,SCI,2.053888889,45.26805556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Dharkenley,Alcadada/Malable IDPs - Mobile clinic ,SNS612,SCI,2.065277778,45.25805556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Waberi,Hantiwadaag village  - Health center ,SNS613,SCI,2.031666667,45.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
May,Hamarjajab,42491 - Health center ,SNS614,SCI,2.027777778,45.3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
May,Bay,Alletug - OTP and TSFP Mobile,SNS616,SCI,3.193611111,43.79694444,73,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0
May,Bay,Galgalweyn - OTP and TSFP Mobile,SNS617,SCI,3.239444444,43.85416667,76,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0
May,Jariban,Buubi - OTP and TSFP Mobile,SNS622,SCI,7.1337,48.38056,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Lasanod,Dhagax iskura  - OTP and TSFP Mobile,SNS623,SCI,8.14025,47.46388889,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Mudug sare IDP - Mobile,SNS632,SCI,6.8226,47.41204,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Mustaqbal IDP - Mobile,SNS633,SCI,6.80639,47.4111,10,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Waayo arag IDP - Mobile,SNS634,SCI,6.83758,47.41256,29,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Xarfo IDP - Mobile,SNS635,SCI,7.222,47.835,26,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
May,Galkaio,Cabdulaahi yare IDP - Mobile,SNS636,SCI,6.84863,47.42406,17,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,boodhka  - OTP and TSFP Mobile,SNS92,SCI,9.901715,43.501047,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,Buqdhada - OTP and TSFP Mobile,SNS93,SCI,9.89471,43.58078,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,cashuura - OTP and TSFP Mobile,SNS94,SCI,10.292461,43.294688,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,Galigalool - OTP and TSFP Mobile,SNS95,SCI,9.97025,43.42828,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,isha gudnban - OTP and TSFP Mobile,SNS96,SCI,9.94569,43.34772,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,Ruqi - OTP and TSFP Mobile,SNS97,SCI,9.97025,43.42828,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,Seemal - OTP and TSFP Mobile,SNS98,SCI,9.92675,43.54808,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
May,Baki,sh.rooble - OTP and TSFP Mobile,SNS99,SCI,9.94186,43.66359,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Bulla Hawa HC - OTP and TSFP static,SNS500,Trocaire,3.923813,41.876282,17,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Belet Amin PHU  - OTP and TSFP static,SNS501,Trocaire,3.95606,41.89392,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Haroo - TSFP ,SNS502,Trocaire,3.2994,41.720699,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Hudley - TSFP ,SNS503,Trocaire,3.9991,41.9425,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Khalil Hospital - SC,SNS504,Trocaire,4.131675,42.209692,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Malakriye  - TSFP ,SNS505,Trocaire,3.892243,41.85553,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Malmaley PHU  - OTP and TSFP static,SNS506,Trocaire,4.163256,42.076945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Mirdhisley - OTP/TSFP,SNS507,Trocaire,3.2729,41.6819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Qurac Bilash - OTP and TSFP,SNS508,Trocaire,3.9618,41.96935,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
May,Bulla Hawa ,Sharmadaq - OTP/TSFP,SNS509,Trocaire,3.8566,41.90096,8,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Afqoloc - OTP/TSFP mobile site ,SNS510,Trocaire,3.8448,42.10947,7,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Barabaray  - OTP/TSFP mobile site ,SNS511,Trocaire,4.13258,42.1768,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Degrebe Outreach - OTP and TSFP Mobile ,SNS512,Trocaire,4.02795,42.297438,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Digtaar Outreach - OTP and TSFP Mobile ,SNS513,Trocaire,4.0537,41.95413,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,"Dolow - RHC - SC,OTP and TSFP static",SNS514,Trocaire,4.033098,42.383145,28,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Gedweyne Health Centre - OTP and TSFP static,SNS515,Trocaire,3.80034,42.544504,3,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Gubata  - OTP/TSFP mobile site,SNS516,Trocaire,4.1345,42.21043,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Korey PHU - OTP and TSFP static,SNS517,Trocaire,4.13346,42.210976,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Qurac Bore  - OTP/TSFP mobile site ,SNS518,Trocaire,3.8034,42.21543,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Sadhumay PHU - OTP and TSFP static,SNS519,Trocaire,4.1276,42.25621,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,SC - SC,SNS520,Trocaire,4.163256,42.076945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Shidle  - OTP/TSFP mobile site ,SNS521,Trocaire,4.0763,42.32158,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Surgudud PHU - OTP and TSFP static,SNS522,Trocaire,4.094713,42.027969,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
May,Dolow,Wagadey  - OTP/TSFP mobile site ,SNS523,Trocaire,4.1328,42.16582,7,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
May,Luuq,Akara HC - OTP and TSFP static,SNS524,Trocaire,3.78591,42.548254,61,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
May,Luuq,Abow  - OTP/TSFP mobile sites ,SNS525,Trocaire,3.94016,42.44429,21,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
May,Luuq,Belet Rahma  - OTP/TSFP mobile sites ,SNS526,Trocaire,3.766686,42.498408,38,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
